-0.04731606	0.02263113	0.012757378	0.026784636	-0.021398315	-0.02526063	-0.026730316	-0.025685575	-0.020449335	-0.07618156	0.033312954	-0.17298049	-0.0068175755	-0.09005177	-0.035934895	-0.011114373
-0.08042945	0.035174686	-0.03145937	-0.0030196423	-0.037218537	0.03314927	-0.114259295	-0.0989852	-0.03749745	0.022244861	0.07747973	-0.09668941	-0.1276783	0.06708407	-0.029394608	-0.121816285
-0.06193717	0.06949945	-0.117024906	-0.030317096	-0.060954135	0.025216436	-0.09009658	-0.11529529	-0.11739413	0.026687372	0.11132333	-0.14596832	-0.09283641	-0.045164324	-0.1031585	-0.072021335
0.20927116	-0.14329377	0.34036082	0.18750167	0.2365471	-0.21429406	0.27285466	0.2656694	0.25418213	-0.20462807	-0.25198692	0.2941103	0.3046909	-0.11637554	0.32872647	0.3251028
0.015782934	-0.029391646	0.080981486	0.11826299	0.05640444	-0.042363867	-0.0056290575	0.04032775	0.02038714	-0.070573404	0.013440203	0.0071109007	0.009587771	-0.002066212	-0.015877223	0.058564544
-0.03077727	0.05001364	0.014547687	0.04528512	-0.0030506928	0.01943223	-0.0045670075	-0.09448011	-0.08282145	0.045836154	0.08033766	-0.13875587	-0.026079845	0.026238846	-0.03928541	-0.046354186
0.22193775	-0.19565623	0.3432205	0.23190129	0.26735368	-0.25181064	0.23906335	0.13536327	0.26035562	-0.30781314	-0.23975636	0.0569217	0.24370773	-0.18677278	0.20906271	0.27759907
-0.048009414	0.07056115	-0.050320264	-0.019297192	-0.057709154	-0.024862362	-0.065396294	-0.10451443	-0.049683027	0.032836225	0.036506586	-0.08553339	-0.05822227	0.032535803	-0.017884688	-0.004690892
0.22821209	-0.19033499	0.31938884	0.29233602	0.1785158	-0.23717949	0.20952395	0.13522176	0.25729343	-0.25226876	-0.12875149	0.040030353	0.21765323	-0.20683415	0.17030594	0.2505845
0.019066948	0.024403844	-0.019818729	0.09275465	0.04999568	-0.016798573	0.05976771	-0.0072362535	-0.028247451	-0.054565094	-0.045986544	0.026203832	0.003424829	-0.07093401	0.07104373	-0.026012864
0.23767821	-0.22434273	0.31242883	0.21087055	0.28902555	-0.2677709	0.2873031	0.24864423	0.27193427	-0.20342097	-0.27841485	0.14580819	0.33658227	-0.10626541	0.324212	0.299984
0.011965018	-0.038764466	0.018999858	-0.028266069	0.011860745	-0.0065045184	-0.038839474	0.05428555	-0.01411354	0.024084428	0.0074131535	0.13161738	-0.0077731605	0.057381473	0.052480254	-0.032929093
0.16286181	-0.028324971	0.14752991	0.119394146	0.1262683	-0.12841728	0.1385724	0.29387498	0.13476057	-0.06983338	-0.15288024	0.46626863	0.2087201	-0.039887298	0.18493204	0.19138545
-0.19075684	0.19523561	-0.2164933	-0.123997875	-0.22887045	0.2058877	-0.2310373	-0.3081399	-0.21216749	0.16494827	0.20380095	-0.2841498	-0.3193113	0.08630865	-0.27114564	-0.21630356
-0.014613867	0.01783211	-0.023858571	0.0060399864	0.0076606683	0.05251639	-0.020190377	-0.0023856936	0.016895592	0.06038959	0.046584114	-0.04541827	-0.0044398275	0.05518848	0.030739425	-0.008988316
-0.006555185	0.0014658363	0.037100527	0.03130549	-0.0033821096	0.011936035	0.0032697266	-0.025890177	0.00022059123	-0.004348955	-0.041815188	-0.073462754	0.007853911	-0.038455155	-0.010450661	-0.022737376
0.011096106	0.08871722	-0.0014755493	0.016861359	-0.07047932	0.0638866	0.0001754235	-0.02424997	-0.007490121	0.021842103	0.031906568	0.11307975	-0.043255612	0.05665239	-0.052927844	-0.022369318
0.0007978346	0.0018799672	0.0497571	-0.02653967	0.08639459	-0.079060845	0.08289797	0.041928936	0.0067224167	0.0077382745	-0.023598265	0.050113324	0.030014222	0.08064029	0.06556283	0.031281803
-0.0041433927	-0.05745951	0.04441337	0.0016912573	0.010222639	-0.06722701	-0.009311703	0.0075889253	0.061177578	-0.039582264	-0.01887971	-0.013862693	-0.008776084	-0.10130242	0.041956257	0.016522786
0.1631433	-0.20585425	0.16049427	0.15058225	0.115349375	-0.1256489	0.13762026	0.030560225	0.14519586	-0.191511	-0.0846423	-0.18457814	0.07994412	-0.23014022	0.10532842	0.09734256
0.10014577	-0.12004742	0.012151425	0.07920376	0.07366492	-0.03514309	0.028581196	0.020794591	0.10599524	-0.09222997	-0.09583397	-0.1206928	0.05336338	-0.1056746	-0.013774862	0.015983634
-0.041717745	0.0056529148	-0.020078007	0.022708492	-0.00074468006	-0.035141714	-0.048387557	-0.12402013	-0.023336621	-0.049515404	-0.0035314588	-0.25822672	-0.096585706	-0.106582604	-0.022469072	-0.07684122
0.018672748	-0.03053961	-0.02567823	-0.0107885655	-0.007352715	0.011391232	0.006611103	-0.06871505	-0.03196859	-0.068669	0.0644744	-0.076247506	-0.027721897	-0.0357337	-0.0845285	0.009691826
0.06964096	-0.06349029	0.010505041	0.11274763	0.08019916	-0.02474529	0.012858748	-0.0012007571	0.0625014	-0.042397983	-0.035064165	0.008606459	-0.0061127404	-0.16569975	0.0016182679	0.025797019
0.08433643	-0.0016857424	0.033277296	0.029234761	-0.006274851	-0.027836	0.06422727	0.07518073	0.06316721	0.038955603	0.009630012	0.25235042	0.054806396	0.07269333	0.057967648	0.06353755
0.14604637	-0.09448029	0.257548	0.1118787	0.1885394	-0.14142679	0.24774233	0.299429	0.19755417	-0.13708952	-0.25545648	0.32893547	0.25236073	-0.032316443	0.2417799	0.21232605
0.057114016	-0.11033913	0.07296002	0.14631711	0.089615814	-0.08629401	0.093864806	0.013865834	0.067327574	-0.06000829	-0.0670677	-0.08971241	0.018679839	-0.123601384	-0.024787381	0.08800917
0.011934048	0.09458556	-0.005984885	-0.090869986	-0.018183816	-0.016833697	-0.0435368	0.04354364	-0.026741564	0.076185025	-0.03210028	0.15131304	-0.0048606195	0.11764497	0.04106315	-0.049745433
-0.16004734	0.07572092	-0.15633939	-0.15176904	-0.17148758	0.11843843	-0.12748095	-0.1003923	-0.12283918	0.1279673	0.10477348	-0.15570289	-0.20186707	0.121895045	-0.13120359	-0.1373514
0.13888489	-0.09344198	0.20776291	0.13831347	0.24001983	-0.24028328	0.2475003	0.30495873	0.2118663	-0.058752682	-0.1917394	0.47312558	0.27993935	0.010247428	0.24944524	0.24816969
0.24797483	-0.1259664	0.282525	0.16579598	0.24095556	-0.27537313	0.2434775	0.43534082	0.25918493	-0.22914045	-0.24799111	0.5421548	0.3731762	-0.10786841	0.38643736	0.32895458
0.05907987	0.079567075	0.03777211	-0.025862576	0.007992737	0.012920821	0.04504168	0.07152881	-0.004122247	0.03864484	-0.05269453	0.09805675	0.07116977	0.082196824	0.028258776	0.016331159
0.2209394	-0.21952242	0.20633325	0.25053018	0.28651765	-0.24446562	0.28109297	0.19655235	0.19835316	-0.21357894	-0.2122421	0.04243939	0.15680827	-0.28999698	0.1465592	0.23139529
0.046009813	0.039995797	-0.049845736	0.04967097	0.00568615	0.04602293	0.041161828	0.029863272	-0.031203197	0.00069572916	0.023991253	-0.047692467	0.02465365	0.024694059	-0.08032001	0.03452376
-0.12348113	0.09581832	-0.09704468	-0.10671759	-0.108508594	0.13382225	-0.11401277	-0.113441	-0.06261762	0.02771698	0.09473843	-0.018006865	-0.0609876	0.048108555	-0.061170418	-0.052353483
0.050083138	-0.010397841	0.027661188	0.028396465	0.017718092	-0.09667153	0.06602398	0.07829432	0.055102162	-0.012950717	-0.05778069	0.09562872	0.07682142	-0.038069822	0.046363015	0.06007796
0.06417408	-0.009426333	0.02963421	0.07283497	0.019064054	-0.07579101	0.005261615	-0.045599367	0.06940986	-0.06071828	-0.058808282	-0.06038753	-0.009907306	-0.07192983	0.008313895	0.017033305
-0.03998486	0.06424716	-0.012294704	-0.04880362	-0.018060146	0.026029592	-0.082277656	-0.06091289	-0.048084036	0.103971876	0.026761865	0.06336912	-0.010889016	0.07697082	-0.04606588	-0.045308426
-0.13514808	0.12897117	-0.23141325	-0.14152859	-0.16109635	0.17355002	-0.14407806	-0.11775881	-0.13456821	0.15798222	0.14121616	-0.11566307	-0.20601164	0.2261368	-0.15915836	-0.14695914
0.08564046	0.02600371	0.09360156	0.07591007	0.04159419	-0.020668535	0.03136573	0.038953915	0.03452576	0.0091079	-0.044354167	0.048310388	0.05649416	0.01375162	-0.010379056	0.042136386
0.055708647	-0.05988357	0.101248644	0.054175276	0.0518837	-0.11210158	0.13117257	0.10835087	0.053835794	-0.029881496	-0.073357485	0.23393196	0.13001636	-0.03935962	0.15730569	0.065792285
-0.10932384	0.05502702	-0.0635734	-0.039360512	-0.105824426	0.062274594	-0.11829949	-0.10379941	-0.15195422	0.110589296	0.1469613	-0.13490541	-0.15503564	0.02562241	-0.076574355	-0.07810216
-0.08632708	0.1948719	-0.17519915	-0.21416362	-0.124855995	0.16853009	-0.16160218	0.049272854	-0.10387689	0.2296548	0.097883515	0.20753299	-0.046527173	0.21456683	-0.052491337	-0.13279416
